,0,1,2,3,4,5,6,7,8,9,10,11,12,13
4087,就,我,们,两,个,,,,,,,,,
4091,困,在,黑,暗,中,,,,,,,,,
4092,别,说,了,,,,,,,,,,,
4096,你,拒,绝,相,信,,,,,,,,,
4097,因,为,你,对,生,命,有,所,执,着,,,,
4101,着,迷,了,,,,,,,,,,,
4105,我,没,有,着,迷,,,,,,,,,
4106,所,以,觉,得,没,什,么,大,不,了,的,,,
4110,我,很,痛,,,,,,,,,,,
4111,不,可,能,,,,,,,,,,,
4115,拜,托,别,说,了,,,,,,,,,
4116,我,的,脸,都,还,有,感,觉,,,,,,
4120,那,只,是,回,忆,,,,,,,,,
4124,我,没,有,任,何,遗,憾,,,,,,,
4128,不,过,你,会,有,遗,憾,,,,,,,
4132,因,为,你,会,怀,念,做,爱,舞,蹈,和,松,饼,
4136,我,只,吃,过,一,个,松,饼,,,,,,
4140,所,以,我,不,会,悲,伤,,,,,,,
4144,你,常,常,照,镜,子,,,,,,,,
4145,所,以,会,永,远,怀,念,你,的,脸,孔,,,
4149,但,我,根,本,想,不,起,我,的,脸,孔,,,
4153,甚,至,说,不,出,来,我,长,怎,样,,,,
4157,你,有,很,长,的,淡,金,色,头,发,,,,
4161,别,说,了,,,,,,,,,,,
4162,浅,蓝,色,眼,睛,还,有,,,,,,,
4166,无,关,紧,要,了,,,,,,,,,
4167,还,有,白,晰,的,皮,肤,,,,,,,
4171,你,知,道,我,想,要,抢,劫,你,吗,,,,
4172,不,知,道,,,,,,,,,,,
4176,你,真,是,愚,蠢,的,小,笨,蛋,有,胸,无,脑,
4180,原,本,的,计,划,是,要,我,去,,,,,
4184,监,视,你,的,公,寓,,,,,,,,
4188,然,后,取,得,你,的,账,户,,,,,,
4192,你,们,还,好,吗,,,,,,,,,
4196,还,好,你,呢,,,,,,,,,,
4200,没,事,我,正,在,开,车,,,,,,,
4204,大,家,都,停,了,下,来,好,可,怕,,,,
4208,我,们,以,为,自,己,死,了,,,,,,
4209,我,没,有,这,样,想,,,,,,,,
4213,我,是,欧,多,利,欧,,,,,,,,
4217,非,常,高,兴,认,识,你,上,帝,保,佑,你,,
4221,我,没,有,信,教,,,,,,,,,
4225,我,也,没,有,,,,,,,,,,
4226,我,这,辈,子,从,没,说,过,这,样,的,话,,
4230,很,神,奇,吧,,,,,,,,,,
4234,这,就,是,大,地,震,了,吗,,,,,,
4235,不,是,吧,,,,,,,,,,,
4239,应,该,不,算,,,,,,,,,,
4240,是,吧,,,,,,,,,,,,
4244,就,是,这,样,谢,谢,,,,,,,,
4245,谢,谢,,,,,,,,,,,,
4249,这,样,很,蠢,,,,,,,,,,
4253,我,永,远,不,会,忘,记,你,,,,,,
4257,一,辈,子,记,得,,,,,,,,,
4261,还,有,这,辆,车,,,,,,,,,
4265,我,要,记,住,这,一,切,,,,,,,
4266,我,们,可,以,,,,,,,,,,
4270,你,们,还,好,吗,,,,,,,,,
4274,没,事,你,好,吗,,,,,,,,,
4275,我,没,事,,,,,,,,,,,
4279,这,栋,房,子,挺,耐,震,的,,,,,,
4283,二,十,四,小,时,营,业,的,店,,,,,
4284,当,然,要,防,患,未,然,,,,,,,
4288,店,里,的,东,西,你,都,吃,过,吗,,,,
4292,没,有,,,,,,,,,,,,
4296,如,果,我,在,这,里,工,作,就,会,吃,,,
4300,可,以,现,在,开,始,,,,,,,,
4304,你,可,以,全,部,吃,一,轮,,,,,,
4305,然,后,选,出,你,的,最,爱,,,,,,
4309,然,后,找,个,好,日,子,,,,,,,
4310,尽,情,享,用,你,最,爱,的,食,物,,,,
4314,如,果,我,在,这,里,工,作,就,会,这,样,做,
4318,你,是,应,征,上,的,吗,,,,,,,
4319,怎,么,进,来,的,,,,,,,,,
4323,要,接,受,特,训,上,课,还,是,,,,,
4327,恭,喜,请,进,,,,,,,,,,
4331,我,要,挤,爆,它,,,,,,,,,
4335,是,这,样,开,的,吧,,,,,,,,
4336,挤,爆,,,,,,,,,,,,
4340,一,共,元,分,,,,,,,,,,
4344,那,是,我,的,钱,,,,,,,,,
4348,其,实,我,没,有,要,买,,,,,,,
4352,我,要,放,回,去,吗,,,,,,,,
4356,我,要,走,了,我,要,离,开,了,,,,,
4360,我,完,全,,,,,,,,,,,
4364,我,什,么,都,不,记,得,了,,,,,,
4368,你,忘,记,要,抢,劫,我,了,吗,,,,,
4372,你,说,你,要,抢,我,,,,,,,,
4376,取,得,我,的,银,行,账,户,记,得,吗,,,
4380,我,胸,大,无,脑,,,,,,,,,
4384,那,不,是,真,的,,,,,,,,,
4388,你,不,相,信,我,吗,,,,,,,,
4392,我,相,信,你,,,,,,,,,,
4396,你,不,信,,,,,,,,,,,
4400,我,该,怎,么,做,我,要,如,何,,,,,
4404,我,刚,刚,关,静,音,我,没,事,妈,,,,
4408,你,没,事,就,好,,,,,,,,,
4409,对,我,没,事,,,,,,,,,,
4413,我,要,用,这,个,砸,烂,我,的,手,指,,,
4417,真,的,晃,很,大,,,,,,,,,
4418,我,说,真,的,,,,,,,,,,
4422,我,一,听,说,就,一,直,打,给,你,,,,
4426,对,不,起,,,,,,,,,,,
4427,我,心,脏,还,在,狂,跳,,,,,,,
4431,我,不,知,道,该,怎,么,办,,,,,,
4432,真,是,太,,,,,,,,,,,
4436,我,该,怎,么,做,,,,,,,,,
4437,我,好,想,要,抱,抱,,,,,,,,
4441,给,你,抱,抱,妈,妈,抱,歉,,,,,,
4442,我,该,怎,么,做,,,,,,,,,
4446,你,后,面,发,生,了,什,么,事,,,,,
4450,或,许,你,应,该,,,,,,,,,
4454,好,的,,,,,,,,,,,,
4458,谢,谢,您,耐,心,等,候,,,,,,,
4459,专,人,马,上,为,您,服,务,,,,,,
4463,不,会,有,人,接,所,以,,,,,,,
4467,你,不,想,跳,的,话,不,用,勉,强,,,,
4471,所,以,如,果,你,不,想,,,,,,,
4475,欧,多,利,欧,你,在,吗,,,,,,,
4479,我,们,打,了,好,几,通,你,都,没,接,,,
4483,大,地,震,终,于,发,生,了,,,,,,
4487,你,还,好,吗,,,,,,,,,,
4491,你,还,没,准,备,要,谈,也,没,关,系,,,
4495,别,打,扰,她,们,,,,,,,,,
4496,我,知,道,,,,,,,,,,,
4500,我,们,要,走,了,,,,,,,,,
4501,再,见,,,,,,,,,,,,
4505,生,日,快,乐,,,,,,,,,,
4506,我,们,的,乖,女,儿,十,四,岁,了,,,,
4510,生,日,快,乐,,,,,,,,,,
4511,乖,女,儿,一,岁,了,,,,,,,,
4515,零,岁,一,岁,二,岁,,,,,,,,
4519,三,岁,四,岁,五,岁,,,,,,,,
4523,六,七,八,九,十,十,一,,,,,,,
4527,十,二,十,三,十,四,,,,,,,,
4528,十,五,十,六,十,七,,,,,,,,
4532,十,八,岁,的,呢,,,,,,,,,
4536,不,可,能,他,们,只,是,,,,,,,
4540,我,知,道,他,们,有,目,的,,,,,,
4544,他,们,要,诈,骗,我,,,,,,,,
4548,生,日,快,乐,,,,,,,,,,
4549,我,们,的,乖,女,儿,十,八,岁,了,,,,
4553,诚,挚,邀,请,,,,,,,,,,
4557,他,们,要,带,我,去,吃,晚,餐,,,,,
4561,我,们,两,个,,,,,,,,,,
4565,在,梅,莉,丝,餐,厅,,,,,,,,
4569,庆,祝,我,的,十,八,岁,生,日,,,,,
4573,你,过,生,日,吗,,,,,,,,,
4577,不,是,我,二,十,六,岁,了,,,,,,
4581,不,要,去,,,,,,,,,,,
4582,我,必,须,去,,,,,,,,,,
4586,不,行,你,真,的,不,必,去,,,,,,
4590,那,就,把,钱,留,在,这,里,,,,,,
4594,以,防,他,们,,,,,,,,,,
4598,他,们,以,为,我,对,那,种,高,级,餐,厅,,
4599,一,无,所,知,,,,,,,,,,
4603,我,们,走,进,去,要,吓,得,他,们,惊,呼,,
4604,你,是,哪,位,,,,,,,,,,
4608,有,两,位,在,里,面,了,,,,,,,
4609,应,该,是,达,因,夫,妇,订,位,的,,,,
4613,他,们,可,能,迟,到,了,,,,,,,
4614,要,转,搭,三,班,公,车,才,会,到,,,,
4618,到,了,,,,,,,,,,,,
4622,我,比,较,喜,欢,坐,里,面,的,位,置,,,
4623,但,这,桌,也,可,以,,,,,,,,
4627,谢,谢,,,,,,,,,,,,
4631,你,们,要,先,点,饮,料,吗,,,,,,
4635,好,啊,,,,,,,,,,,,
4639,我,要,你,们,还,有,波,特,酒,吗,,,,
4643,寇,黑,塔,还,是,二,十,年,茶,色,,,,
4647,寇,黑,塔,,,,,,,,,,,
4651,我,呢,我,想,想,,,,,,,,,
4655,我,要,点,一,杯,,,,,,,,,
4659,歌,拉,科,吗,,,,,,,,,,
4663,还,是,算,了,水,就,好,,,,,,,
4667,那,不,是,帮,你,按,摩,的,女,人,吗,,,
4671,你,好,,,,,,,,,,,,
4675,疗,愈,的,技,艺,很,稳,定,的,职,业,,,
4679,人,们,经,常,身,体,酸,痛,,,,,,
4683,你,的,父,母,是,做,什,么,的,梅,兰,妮,,
4687,我,妈,从,事,房,地,产,,,,,,,
4691,罗,伯,特,以,前,,,,,,,,,
4692,我,发,行,过,房,仲,业,者,的,资,源,指,南,
4696,上,面,还,有,折,价,券,,,,,,,
4700,我,们,当,时,很,正,直,敢,言,,,,,
4704,但,说,实,话,那,时,候,我,们,,,,,
4708,那,是,艰,困,的,时,期,,,,,,,
4712,折,价,券,的,书,没,有,发,挥,作,用,,,
4716,我,们,因,应,时,代,而,改,变,,,,,
4720,以,前,每,个,人,都,这,样,,,,,,
4724,我,可,以,看,一,下,那,本,书,吗,,,,
4725,然,后,环,境,改,变,了,,,,,,,
4729,现,在,我,们,看,起,来,有,点,跟,不,上,时,代
4733,或,许,会,改,回,来,,,,,,,,
4737,可,以,退,货,喔,,,,,,,,,
4741,祝,你,生,日,快,乐,,,,,,,,
4745,祝,你,生,日,快,乐,,,,,,,,
4746,亲,爱,的,欧,多,利,欧,,,,,,,
4750,祝,你,生,日,快,乐,,,,,,,,
4754,三,十,六,小,时,之,前,我,抱,歉,,,,
4758,我,们,对,你,很,生,气,,,,,,,
4762,但,现,在,我,了,解,那,只,是,本,能,反,应,
4766,我,们,其,实,很,害,怕,那,只,是,恐,惧,,
4770,然,而,大,地,震,发,生,之,后,我,,,,
4774,这,好,难,,,,,,,,,,,
4778,我,不,擅,长,这,种,事,,,,,,,
4782,当,时,我,我,们,很,担,心,,,,,,
4786,我,们,认,为,你,没,事,,,,,,,
4787,但,如,果,你,死,了,,,,,,,,
4791,我,会,很,后,悔,没,有,,,,,,,
4795,没,有,好,好,让,你,感,受,到,,,,,
4799,因,为,我,不,知,道,,,,,,,,
4803,我,以,为,把,你,当,小,孩,对,待,,,,
4804,很,不,尊,重,,,,,,,,,,
4808,一,直,觉,得,那,样,很,不,真,诚,,,,
4812,我,以,为,我,们,有,共,识,,,,,,
4816,但,是,经,过,了,这,件,事,,,,,,
4820,我,一,心,只,想,着,要,捧,着,她,的,脸,,
4824,有,你,在,身,边,真,的,很,幸,运,,,,
4828,天,啊,,,,,,,,,,,,
4832,不,要,,,,,,,,,,,,
4836,我,们,真,的,很,幸,运,能,有,你,这,个,女,儿
4840,对,不,起,,,,,,,,,,,
4844,晚,安,亲,爱,的,女,儿,,,,,,,
4848,祝,你,有,个,美,梦,,,,,,,,
4852,到,了,早,上,如,果,你,要,的,话,,,,
4856,我,可,以,煎,松,饼,,,,,,,,
4860,明,天,是,星,期,五,支,票,,,,,,
4864,我,们,兑,现,了,但,没,有,花,掉,,,,
4865,别,担,心,房,租,,,,,,,,,
4869,我,们,是,父,母,我,们,会,处,理,,,,
4873,我,们,有,计,划,,,,,,,,,
4877,好,吧,,,,,,,,,,,,
4881,那,就,明,天,见,罗,,,,,,,,
4885,好,的,,,,,,,,,,,,
4889,如,果,钱,不,见,了,,,,,,,,
4893,表,示,他,们,本,性,难,改,,,,,,
4894,今,晚,也,全,是,谎,言,,,,,,,
4898,了,解,吗,,,,,,,,,,,
4902,但,如,果,钱,还,在,,,,,,,,
4906,表,示,这,是,真,的,,,,,,,,
4910,你,不,得,不,相,信,,,,,,,,
4914,等,等,,,,,,,,,,,,
4918,如,果,只,有,三,分,之,一,,,,,,
4922,元,,,,,,,,,,,,,
4926,那,代,表,,,,,,,,,,,
4930,他,们,虽,然,无,法,改,掉,本,性,,,,
4934,但,他,们,爱,我,而,且,,,,,,,
4938,祝,福,我,顺,利,,,,,,,,,
4942,都,还,在,,,,,,,,,,,
4946,明,天,你,起,床,之,前,我,可,能,就,离,开,了
4950,谢,谢,你,所,做,的,一,切,,,,,,
4954,真,的,,,,,,,,,,,,
4958,没,问,题,,,,,,,,,,,
4962,那,又,怎,么,样,,,,,,,,,
4966,商,品,退,货,,,,,,,,,,
4970,您,的,退,款,总,共,元,分,,,,,,
4974,谢,谢,观,赏,,,,,,,,,,
