,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
922,3207,先,生,你,能,提,供,任,何,书,面,文,件,,,,
923,3211,来,证,明,你,是,彼,得,森,女,士,的,律,师,吗,,
924,3215,如,果,我,能,接,触,到,她,,,,,,,,
925,3216,我,保,证,她,会,签,约,聘,请,,,,,,,
926,3220,所,以,詹,妮,弗,彼,得,森,还,没,,,,,,
927,3221,雇,佣,你,做,她,的,律,师,,,,,,,,
928,3225,我,代,表,相,关,人,士,,,,,,,,,
929,3229,代,表,非,常,担,心,詹,妮,弗,的,人,,,,,
930,3233,担,心,这,个,人,一,直,以,来,,,,,,,
931,3234,对,詹,妮,弗,的,残,暴,对,待,,,,,,,
932,3238,那,这,些,相,关,人,士,是,谁,,,,,,,
933,3239,我,无,权,透,露,,,,,,,,,,,
934,3243,他,们,是,希,望,保,持,匿,名,的,,,,,,
935,3244,彼,得,森,女,士,的,朋,友,,,,,,,,
936,3248,先,生,我,们,一,直,在,绕,圈,子,,,,,,
937,3252,要,么,给,我,看,一,下,能,证,明,,,,,,
938,3256,你,是,彼,得,森,女,士,律,师,的,文,件,,,,
939,3260,要,么,你,带,这,些,相,关,人,士,过,来,,,,
940,3264,参,加,听,审,并,让,他,们,代,表,自,己,发,言,,
941,3268,不,过,现,在,呢,埃,里,克,森,先,生,,,,,
942,3272,你,要,终,止,监,护,关,系,的,请,求,被,驳,回,了,
943,3276,先,生,,,,,,,,,,,,,,
944,3280,听,着,,,,,,,,,,,,,,
945,3284,好,吧,这,是,家,事,法,庭,,,,,,,,
946,3288,好,吗,那,个,法,官,就,是,个,混,蛋,,,,,
947,3292,他,是,个,白,痴,他,根,本,不,懂,法,律,,,,
948,3293,就,连,他,开,的,车,都,不,上,档,次,,,,,
949,3297,别,说,了,,,,,,,,,,,,,
950,3301,闭,嘴,,,,,,,,,,,,,,
951,3305,去,他,妈,的,,,,,,,,,,,,
952,3309,早,上,好,,,,,,,,,,,,,
953,3313,早,上,好,我,叫,威,尔,特,史,密,斯,,,,,
954,3317,他,们,是,我,的,兄,弟,托,尼,和,查,德,,,,
955,3321,我,今,早,和,你,们,的,经,理,,,,,,,
956,3325,莱,斯,先,生,约,了,一,次,设,施,的,参,观,,,
957,3329,太,好,了,我,会,帮,你,打,电,话,叫,他,的,,,
958,3330,谢,谢,,,,,,,,,,,,,,
959,3334,史,密,斯,先,生,,,,,,,,,,,
960,3335,史,密,斯,先,生,,,,,,,,,,,
961,3339,好,的,,,,,,,,,,,,,,
962,3343,玛,拉,,,,,,,,,,,,,,
963,3347,她,去,世,了,,,,,,,,,,,,
964,3351,谁,,,,,,,,,,,,,,,
965,3355,詹,妮,弗,彼,得,森,去,世,了,,,,,,,
966,3359,什,么,,,,,,,,,,,,,,
967,3363,什,么,时,候,,,,,,,,,,,,
968,3367,在,年,,,,,,,,,,,,,,
969,3371,当,她,三,个,月,零,九,天,大,的,时,候,,,,
970,3372,死,于,小,儿,麻,痹,,,,,,,,,,
971,3376,那,个,我,们,关,着,的,女,人,玛,拉,,,,,
972,3377,不,是,詹,妮,弗,彼,得,森,,,,,,,,
973,3381,她,窃,取,了,一,个,死,去,孩,子,的,身,份,信,息,
974,3385,你,可,以,看,到,我,们,有,,,,,,,,
975,3389,来,看,看,这,个,,,,,,,,,,,
976,3393,小,儿,麻,痹,再,次,夺,走,生,命,,,,,,
977,3397,我,在,旧,报,纸,上,找,到,了,,,,,,,
978,3398,那,个,死,去,女,孩,的,讣,告,,,,,,,
979,3402,当,然,了,我,们,还,有,,,,,,,,,
980,3406,最,好,的,医,护,人,员,和,现,场,设,施,,,,
981,3410,那,么,还,有,什,么,问,题,吗,,,,,,,
982,3414,其,实,有,一,个,,,,,,,,,,,
983,3418,我,父,亲,有,个,朋,友,住,在,这,儿,,,,,
984,3422,我,们,想,看,看,能,否,打,声,招,呼,,,,,
985,3426,这,对,我,们,很,重,要,,,,,,,,,
986,3427,当,然,了,叫,什,么,名,字,,,,,,,,
987,3431,詹,妮,弗,彼,得,森,,,,,,,,,,
988,3435,有,什,么,问,题,吗,,,,,,,,,,
989,3439,不,行,,,,,,,,,,,,,,
990,3443,詹,妮,弗,身,体,不,舒,服,她,在,休,息,,,,
991,3447,我,们,会,很,快,的,,,,,,,,,,
992,3448,我,们,答,应,过,父,亲,希,望,你,能,理,解,,,
993,3452,当,然,了,问,题,是,詹,妮,弗,的,监,护,人,规,定,
994,3456,她,只,接,守,预,约,过,的,探,访,者,,,,,
995,3460,真,奇,怪,她,听,着,有,点,像,囚,犯,,,,,
996,3461,而,不,是,来,宾,,,,,,,,,,,
997,3465,不,,,,,,,,,,,,,,,
998,3469,不,是,的,,,,,,,,,,,,,
999,3473,这,样,吧,不,如,,,,,,,,,,,
1000,3474,我,为,你,接,通,詹,妮,弗,的,监,护,人,,,,
1001,3478,然,后,看,看,我,能,做,什,么,吧,,,,,,
1002,3482,好,,,,,,,,,,,,,,,
1003,3486,喂,你,们,把,他,怎,么,了,,,,,,,,
1004,3490,我,去,,,,,,,,,,,,,,
1005,3491,来,人,救,救,莱,斯,先,生,,,,,,,,
1006,3495,找,到,她,去,啊,,,,,,,,,,,
1007,3499,救,命,,,,,,,,,,,,,,
1008,3500,杰,瑞,,,,,,,,,,,,,,
1009,3504,该,死,,,,,,,,,,,,,,
1010,3508,封,锁,大,楼,,,,,,,,,,,,
1011,3512,那,我,们,关,的,是,谁,,,,,,,,,
1012,3516,我,不,知,道,但,这,种,被,窃,取,身,份,的,手,段,
1013,3517,非,常,高,明,,,,,,,,,,,,
1014,3521,包,括,护,照,驾,照,工,作,关,系,,,,,,
1015,3525,能,回,溯,年,的,纳,税,纪,录,,,,,,,
1016,3529,他,们,洗,刷,了,,,,,,,,,,,
1017,3530,真,正,詹,妮,弗,彼,得,森,的,所,有,痕,迹,,,
1018,3534,包,括,她,的,死,亡,证,明,,,,,,,,
1019,3538,玛,拉,葛,蕾,森,,,,,,,,,,,
1020,3542,对,,,,,,,,,,,,,,,
1021,3546,靠,,,,,,,,,,,,,,,
1022,3550,我,现,在,就,过,去,,,,,,,,,,
1023,3554,詹,妮,弗,,,,,,,,,,,,,
1024,3558,女,士,,,,,,,,,,,,,,
1025,3562,女,士,,,,,,,,,,,,,,
1026,3566,查,德,,,,,,,,,,,,,,
1027,3570,谢,谢,,,,,,,,,,,,,,
1028,3574,女,士,,,,,,,,,,,,,,
1029,3578,趴,下,,,,,,,,,,,,,,
1030,3582,女,士,,,,,,,,,,,,,,
1031,3586,有,人,吗,,,,,,,,,,,,,
1032,3590,闪,开,,,,,,,,,,,,,,
1033,3594,快,闪,开,,,,,,,,,,,,,
1034,3598,总,算,等,到,你,了,,,,,,,,,,
1035,3602,开,门,,,,,,,,,,,,,,
1036,3603,你,不,想,这,样,的,,,,,,,,,,
1037,3607,开,门,,,,,,,,,,,,,,
1038,3611,听,好,了,,,,,,,,,,,,,
1039,3615,我,已,经,做,好,把,你,们,全,杀,了,,,,,
1040,3616,然,后,离,开,的,准,备,,,,,,,,,
1041,3620,你,们,准,备,好,为,了,阻,止,我,而,送,死,了,吗,
1042,3624,我,就,知,道,,,,,,,,,,,,
1043,3628,谢,谢,,,,,,,,,,,,,,
1044,3632,就,在,这,边,女,士,,,,,,,,,,
1045,3636,嗨,,,,,,,,,,,,,,,
1046,3640,别,他,妈,碰,我,,,,,,,,,,,
1047,3641,那,边,,,,,,,,,,,,,,
1048,3645,去,你,的,,,,,,,,,,,,,
1049,3649,抓,到,你,了,,,,,,,,,,,,
1050,3650,不,不,行,,,,,,,,,,,,,
1051,3654,是,啊,假,期,结,束,了,,,,,,,,,
1052,3658,走,吧,,,,,,,,,,,,,,
1053,3662,武,器,已,缴,,,,,,,,,,,,
1054,3663,手,举,起,来,转,身,,,,,,,,,,
1055,3667,你,叫,什,么,名,字,,,,,,,,,,
1056,3671,你,为,什,么,要,绑,架,那,个,老,太,太,,,,
1057,3675,想,打,个,电,话,吗,,,,,,,,,,
1058,3679,想,吃,个,甜,甜,圈,吗,,,,,,,,,
1059,3683,他,还,不,知,道,但,我,们,在,系,统,里,,,,
1060,3684,搜,到,了,他,他,已,经,进,去,过,几,次,了,,,
1061,3688,他,是,谁,,,,,,,,,,,,,
1062,3692,亚,历,克,西,伊,格,纳,捷,夫,,,,,,,
1063,3696,尼,古,拉,斯,伊,格,纳,捷,夫,的,哥,哥,,,,
1064,3700,曾,是,克,利,夫,兰,俄,罗,斯,黑,手,党,的,,,
1065,3701,一,名,小,头,目,,,,,,,,,,,
1066,3705,曾,是,,,,,,,,,,,,,,
1067,3709,尼,古,拉,斯,七,年,前,和,他,的,老,板,,,,
1068,3710,罗,曼,鲁,涅,夫,共,同,死,于,一,场,火,灾,,,
1069,3714,那,是,一,起,纵,火,一,次,袭,击,,,,,,
1070,3715,他,们,被,抓,到,牟,取,私,利,,,,,,,
1071,3719,这,俩,混,蛋,是,毒,品,走,私,犯,,,,,,
1072,3720,还,牵,扯,了,一,堆,谋,杀,案,,,,,,,
1073,3724,我,们,以,为,亚,历,克,西,也,在,大,火,中,死,了,
1074,3728,但,他,出,现,在,了,这,里,,,,,,,,
1075,3729,试,图,绑,架,你,的,被,监,护,人,,,,,,
1076,3733,话,说,回,来,她,是,谁,你,的,被,监,护,人,,,
1077,3734,谁,也,不,是,她,是,个,退,休,的,女,商,人,,,
1078,3738,有,钱,吗,,,,,,,,,,,,,
1079,3742,一,般,般,吧,,,,,,,,,,,,
1080,3746,好,吧,也,许,这,只,是,一,次,普,通,的,抢,劫,,
1081,3750,你,们,今,天,做,得,很,好,阻,止,了,他,们,,,
1082,3751,这,家,伙,是,个,大,坏,蛋,,,,,,,,
1083,3755,帮,我,个,忙,,,,,,,,,,,,
1084,3759,如,果,你,听,说,了,其,他,消,息,,,,,,
1085,3760,记,得,告,诉,我,们,,,,,,,,,,
1086,3764,当,然,弗,兰,基,,,,,,,,,,,
1087,3768,卢,,,,,,,,,,,,,,,
1088,3772,别,叫,我,弗,兰,基,了,,,,,,,,,
1089,3776,你,以,前,喜,欢,别,人,叫,你,弗,兰,基,,,,
1090,3780,是,啊,现,在,不,是,了,,,,,,,,,
1091,3784,弗,兰,基,,,,,,,,,,,,,
1092,3788,这,都,是,以,前,的,事,了,,,,,,,,
1093,3789,我,喜,欢,,,,,,,,,,,,,
1094,3793,弗,兰,基,,,,,,,,,,,,,
1095,3794,不,要,,,,,,,,,,,,,,
1096,3798,对,是,我,,,,,,,,,,,,,
1097,3802,我,需,要,一,点,东,西,,,,,,,,,
1098,3806,你,好,,,,,,,,,,,,,,
1099,3810,抱,歉,我,要,关,门,了,你,有,预,约,吗,,,,
1100,3814,本,地,医,生,被,发,现,身,亡,,,,,,,
1101,3818,布,莱,顿,县,沙,尔,克,罗,斯,,,,,,,
1102,3822,凯,伦,艾,莫,斯,医,生,的,尸,体,,,,,,
1103,3823,在,她,的,办,公,地,点,被,发,现,,,,,,
1104,3827,警,方,称,尽,管,已,经,放,弃,搜,查,,,,,
1105,3831,但,仍,不,能,确,定,是,否,为,自,杀,,,,,
1106,3835,弗,兰,,,,,,,,,,,,,,
1107,3839,玛,拉,,,,,,,,,,,,,,
1108,3843,你,听,说,凯,伦,的,事,了,吗,,,,,,,
1109,3844,是,啊,我,的,天,啊,宝,贝,,,,,,,,
1110,3848,好,收,拾,行,李,,,,,,,,,,,
1111,3852,我,们,得,走,他,们,既,然,杀,了,她,,,,,
1112,3853,我,们,就,是,下,一,个,,,,,,,,,
1113,3857,我,们,还,不,确,定,是,他,们,杀,了,她,,,,
1114,3861,凯,伦,也,许,有,别,的,我,们,不,知,道,的,麻,烦,
1115,3865,真,的,吗,你,觉,得,是,这,样,,,,,,,
1116,3869,好,吧,,,,,,,,,,,,,,
1117,3873,玛,拉,我,不,想,你,的,脑,袋,也,挨,枪,子,,,
1118,3877,我,也,不,想,挨,枪,子,,,,,,,,,
1119,3881,那,我,们,就,不,会,挨,枪,子,,,,,,,
1120,3885,玛,拉,我,们,找,到,詹,妮,弗,彼,得,森,,,,
1121,3886,是,因,为,她,是,肥,羊,,,,,,,,,
1122,3890,一,个,无,依,无,靠,没,有,子,女,的,独,居,肥,羊,
1123,3891,但,是,她,她,是,盘,根,错,节,的,蜘,蛛,网,,,
1124,3895,而,我,们,都,会,被,困,在,网,里,,,,,,
1125,3896,也,许,会,吧,但,也,许,不,会,,,,,,,
1126,3900,他,们,持,枪,闯,进,了,疗,养,所,,,,,,
1127,3901,他,们,是,俄,罗,斯,黑,手,党,玛,拉,,,,,
1128,3905,前,俄,罗,斯,黑,手,党,,,,,,,,,
1129,3906,玛,拉,你,他,妈,打,包,吧,,,,,,,,
1130,3910,靠,,,,,,,,,,,,,,,
1131,3914,柯,蒂,斯,我,是,玛,拉,,,,,,,,,
1132,3918,是,的,我,们,看,到,了,,,,,,,,,
1133,3922,我,知,道,,,,,,,,,,,,,
1134,3926,对,你,应,该,关,闭,办,公,室,,,,,,,
1135,3930,挺,过,这,段,时,间,好,吗,,,,,,,,
1136,3934,你,能,尽,快,给,我,发,一,份,我,们,在,册,的,,
1137,3935,所,有,空,置,未,售,的,房,产,名,单,吗,,,,
1138,3939,越,快,越,好,,,,,,,,,,,,
1139,3943,好,,,,,,,,,,,,,,,
1140,3947,谢,谢,再,见,,,,,,,,,,,,
1141,3951,不,会,有,事,的,,,,,,,,,,,
1142,3955,詹,妮,弗,你,感,觉,怎,么,样,,,,,,,
1143,3959,很,好,,,,,,,,,,,,,,
1144,3963,听,说,艾,莫,斯,医,生,的,事,了,,,,,,
1145,3967,亚,历,克,西,是,你,的,儿,子,吗,,,,,,
1146,3971,什,么,不,是,那,个,蠢,货,,,,,,,,
1147,3975,但,是,你,跟,俄,罗,斯,黑,手,党,有,关,系,,,
1148,3979,他,下,一,个,会,杀,了,你,,,,,,,,
1149,3983,我,是,说,除,非,你,现,在,让,我,出,去,,,,
1150,3987,说,不,定,他,会,饶,你,一,命,,,,,,,
1151,3991,詹,妮,弗,你,给,我,听,好,了,,,,,,,
1152,3995,我,的,字,典,里,没,有,输,这,个,字,,,,,
1153,3996,我,不,会,输,的,,,,,,,,,,,
1154,4000,我,绝,不,会,让,你,走,,,,,,,,,
1155,4004,你,是,我,的,,,,,,,,,,,,
1156,4008,我,还,会,榨,干,你,的,钱,,,,,,,,
1157,4009,你,的,舒,适,和,你,的,自,尊,,,,,,,
1158,4013,不,是,因,为,我,想,这,样,,,,,,,,
1159,4017,不,是,因,为,我,享,受,这,样,,,,,,,
1160,4018,或,者,我,计,划,这,么,干,,,,,,,,
1161,4022,而,是,因,为,你,的,人,不,按,规,矩,来,,,,
1162,4026,你,想,击,垮,我,,,,,,,,,,,
1163,4030,那,就,光,明,正,大,地,冲,我,来,,,,,,
1164,4031,把,我,送,上,法,庭,赢,过,我,,,,,,,
1165,4035,你,不,应,该,把,枪,带,进,疗,养,院,,,,,
1166,4036,不,应,该,杀,我,朋,友,,,,,,,,,
1167,4040,这,就,是,你,现,在,的,处,境,詹,妮,弗,,,,
1168,4044,你,不,过,是,一,个,有,老,年,痴,呆,,,,,
1169,4045,大,小,便,失,禁,关,节,炎,,,,,,,,
1170,4049,住,在,疗,养,院,的,老,太,婆,罢,了,,,,,
1171,4053,除,了,我,,,,,,,,,,,,,
1172,4057,你,谁,也,别,想,见,,,,,,,,,,
1173,4061,詹,妮,弗,,,,,,,,,,,,,
1174,4065,或,者,不,管,你,是,谁,,,,,,,,,
1175,4069,你,会,死,在,这,里,,,,,,,,,,
1176,4073,独,自,一,人,并,且,承,受,巨,大,的,病,痛,,,
1177,4077,喂,放,开,她,,,,,,,,,,,,
1178,4081,放,手,,,,,,,,,,,,,,
1179,4085,这,就,对,了,放,开,她,轻,轻,地,松,手,,,,
1180,4086,不,要,,,,,,,,,,,,,,
1181,4090,她,才,是,坏,人,,,,,,,,,,,
1182,4094,天,啊,,,,,,,,,,,,,,
1183,4098,玛,拉,你,没,事,吧,,,,,,,,,,
1184,4102,她,伤,到,你,了,吗,,,,,,,,,,
1185,4106,只,是,皮,肉,伤,,,,,,,,,,,
1186,4110,我,很,幸,运,但,是,下,次,呢,,,,,,,
1187,4114,如,您,所,见,她,的,精,神,健,康,严,重,恶,化,,
1188,4118,如,这,位,医,生,所,描,述,的,那,样,,,,,
1189,4122,彼,得,森,女,士,有,幻,想,症,妄,想,症,,,,
1190,4126,并,且,有,暴,力,倾,向,,,,,,,,,
1191,4130,她,对,别,人,和,她,自,己,来,说,,,,,,
1192,4131,都,是,个,危,险,的,存,在,,,,,,,,
1193,4135,她,的,医,生,和,我,本,人,都,建,议,,,,,
1194,4139,马,上,把,她,送,到,安,全,的,精,神,病,院,,,
1195,4143,在,那,里,,,,,,,,,,,,,
1196,4144,她,的,需,求,会,得,到,更,充,分,的,照,顾,,,
1197,4148,我,同,意,,,,,,,,,,,,,
1198,4152,不,用,担,心,,,,,,,,,,,,
1199,4156,这,属,于,你,的,一,个,被,监,护,人,,,,,
1200,4160,我,只,需,要,一,个,大,概,的,价,格,估,计,伊,,
1201,4164,这,块,石,头,品,质,很,高,,,,,,,,
1202,4165,可,不,是,什,么,廉,价,品,,,,,,,,
1203,4169,能,值,多,少,钱,零,售,价,,,,,,,,
1204,4173,万,也,许,能,卖,万,美,元,,,,,,,,
1205,4177,这,颗,很,不,错,的,,,,,,,,,,
1206,4178,你,介,意,替,我,保,管,一,段,时,间,吗,,,,
1207,4182,锁,在,你,保,险,箱,里,,,,,,,,,
1208,4186,有,麻,烦,吗,,,,,,,,,,,,
1209,4187,不,是,,,,,,,,,,,,,,
1210,4191,不,我,只,是,要,出,去,跑,腿,,,,,,,
1211,4192,不,想,一,整,天,都,放,在,包,里,,,,,,
1212,4196,谢,了,,,,,,,,,,,,,,
1213,4200,弗,兰,向,你,问,好,,,,,,,,,,
1214,4204,她,让,我,问,问,你,哥,麦,奇,的,情,况,,,,
1215,4208,麦,奇,,,,,,,,,,,,,,
1216,4212,对,他,还,做,买,卖,吗,,,,,,,,,
1217,4216,为,什,么,你,需,要,黑,市,吗,,,,,,,
1218,4220,以,后,也,许,会,,,,,,,,,,,
1219,4224,迈,克,尔,还,在,到,处,做,买,卖,,,,,,
1220,4228,很,好,,,,,,,,,,,,,,
1221,4232,嗨,怎,么,样,了,,,,,,,,,,,
1222,4233,她,把,鱼,饵,甩,给,麦,奇,了,吗,,,,,,
1223,4237,对,他,可,能,是,个,出,路,,,,,,,,
1224,4241,很,好,,,,,,,,,,,,,,
1225,4245,喂,你,带,了,我,们,的,护,照,吗,,,,,,
1226,4249,护,照,,,,,,,,,,,,,,
1227,4253,该,死,,,,,,,,,,,,,,
1228,4257,我,去,宝,贝,没,有,我,没,带,你,呢,,,,,
1229,4261,该,死,没,有,,,,,,,,,,,,
1230,4265,我,离,家,很,近,,,,,,,,,,,
1231,4266,你,想,的,话,我,可,以,去,拿,一,趟,,,,,
1232,4270,我,觉,得,以,防,万,一,我,们,应,该,拿,一,下,,
1233,4274,但,要,小,心,啊,,,,,,,,,,,
1234,4275,好,,,,,,,,,,,,,,,
1235,4279,老,地,方,见,,,,,,,,,,,,
1236,4280,行,就,这,样,,,,,,,,,,,,
1237,4284,好,,,,,,,,,,,,,,,
1238,4288,拜,,,,,,,,,,,,,,,
1239,4292,怎,么,了,,,,,,,,,,,,,
1240,4296,我,的,天,啊,你,没,事,吧,,,,,,,,
1241,4300,我,不,知,道,我,觉,得,有,人,,,,,,,
1242,4301,我,的,天,,,,,,,,,,,,,
1243,4305,放,开,我,,,,,,,,,,,,,
1244,4309,你,好,玛,拉,葛,蕾,森,,,,,,,,,
1245,4313,我,不,喜,欢,你,,,,,,,,,,,
1246,4317,你,才,刚,见,到,我,,,,,,,,,,
1247,4321,知,道,吗,,,,,,,,,,,,,
1248,4325,你,让,我,想,起,了,一,个,我,年,轻,时,认,识,的,人
1249,4329,她,像,你,一,样,火,爆,,,,,,,,,
1250,4333,有,趣,自,信,,,,,,,,,,,,
1251,4337,不,愿,合,作,,,,,,,,,,,,
1252,4341,我,用,面,包,刀,把,她,的,手,指,都,切,掉,了,,
1253,4345,她,现,在,被,埋,在,吉,米,约,翰,餐,馆,下,面,了,
1254,4349,不,要,低,估,我,,,,,,,,,,,
1255,4353,你,是,谁,,,,,,,,,,,,,
1256,4357,一,个,危,险,的,人,物,,,,,,,,,
1257,4361,你,的,名,片,上,就,这,样,写,的,,,,,,
1258,4365,你,现,在,应,该,害,怕,,,,,,,,,
1259,4366,为,什,么,,,,,,,,,,,,,
1260,4370,你,要,再,做,一,次,大,型,演,讲,吗,,,,,
1261,4374,老,天,爷,啊,,,,,,,,,,,,
1262,4378,你,从,我,这,儿,偷,了,东,西,,,,,,,
1263,4382,不,仅,仅,是,一,个,老,太,太,,,,,,,
1264,4386,你,知,道,我,在,说,什,么,,,,,,,,
1265,4390,现,在,我,的,人,正,在,找,你,偷,的,东,西,,,
1266,4394,他,们,会,掀,了,你,的,办,公,室,你,的,家,,,
1267,4398,并,且,如,果,他,们,没,找,到,该,找,的,,,,
1268,4402,我,会,把,你,慢,慢,撕,碎,,,,,,,,
1269,4403,直,到,你,告,诉,我,它,们,在,哪,,,,,,
1270,4407,玛,拉,你,认,得,这,个,女,人,吗,,,,,,
1271,4411,那,是,你,妈,妈,不,是,吗,,,,,,,,
1272,4415,我,毁,了,你,之,后,我,会,毁,了,她,,,,,
1273,4419,随,便,我,才,不,在,乎,那,个,反,社,会,变,态,,
1274,4423,对,了,我,,,,,,,,,,,,,
1275,4427,我,不,喜,欢,生,气,,,,,,,,,,
1276,4431,我,更,喜,欢,保,持,冷,静,,,,,,,,
1277,4435,但,你,已,经,破,坏,了,,,,,,,,,
1278,4436,我,花,费,多,年,精,心,打,造,的,生,活,,,,
1279,4440,你,知,道,我,是,谁,吗,,,,,,,,,
1280,4444,不,知,道,但,我,觉,得,我,能,猜,到,,,,,
1281,4448,你,要,么,是,尼,古,拉,斯,伊,格,纳,捷,夫,,,
1282,4449,要,么,是,罗,曼,鲁,涅,夫,,,,,,,,
1283,4453,我,猜,你,是,罗,曼,鲁,涅,夫,,,,,,,
1284,4454,因,为,比,起,一,个,战,士,你,更,像,一,个,老,板,
1285,4458,所,以,你,伪,造,了,自,己,的,死,亡,,,,,
1286,4462,害,怕,你,克,利,夫,兰,的,朋,友,们,,,,,
1287,4466,会,利,用,你,母,亲,把,你,揪,出,来,,,,,
1288,4467,所,以,你,把,她,变,成,了,詹,妮,弗,彼,得,森,,
1289,4471,我,现,在,要,杀,了,你,,,,,,,,,
1290,4475,好,的,,,,,,,,,,,,,,
1291,4479,你,不,怕,死,,,,,,,,,,,,
1292,4480,你,还,记,得,年,有,多,恐,怖,吗,,,,,,
1293,4484,不,我,也,不,记,得,因,为,我,还,没,出,生,呢,,
1294,4488,但,我,死,的,时,候,,,,,,,,,,
1295,4489,感,觉,也,不,会,有,什,么,区,别,,,,,,
1296,4493,什,么,感,觉,都,没,有,了,为,什,么,要,害,怕,,
1297,4497,总,之,你,不,需,要,杀,我,,,,,,,,
1298,4501,当,你,派,那,个,带,着,一,整,箱,钱,的,律,师,,
1299,4502,过,来,的,时,候,,,,,,,,,,,
1300,4506,你,的,直,觉,是,对,的,我,愿,意,被,收,买,,,
1301,4510,你,的,人,只,是,出,价,太,低,了,,,,,,
1302,4514,你,有,没,有,预,期,数,字,,,,,,,,
1303,4515,有,,,,,,,,,,,,,,,
1304,4519,我,要,一,千,万,美,元,,,,,,,,,
1305,4523,你,当,然,这,么,想,了,,,,,,,,,
1306,4527,你,很,,,,,,,,,,,,,,
1307,4531,你,很,勇,敢,葛,蕾,森,女,士,,,,,,,
1308,4535,愚,蠢,但,是,很,勇,敢,,,,,,,,,
1309,4539,要,在,这,个,国,家,成,功,你,必,须,勇,敢,,,
1310,4543,还,要,愚,蠢,无,情,专,心,致,志,,,,,,
1311,4547,因,为,公,平,竞,争,畏,首,畏,尾,,,,,,
1312,4548,什,么,都,带,不,来,,,,,,,,,,
1313,4552,只,会,带,来,你,的,失,败,,,,,,,,
1314,4556,你,知,道,的,,,,,,,,,,,,
1315,4560,而,我,想,要,有,钱,鲁,涅,夫,先,生,,,,,
1316,4564,我,想,要,,,,,,,,,,,,,
1317,4568,非,常,的,有,钱,,,,,,,,,,,
1318,4572,而,我,的,赌,注,就,是,一,千,万,美,元,,,,
1319,4573,对,你,来,说,不,是,什,么,大,钱,,,,,,
1320,4577,但,对,我,来,说,这,只,是,个,开,始,,,,,
1321,4581,这,样,就,足,够,把,钱,当,武,器,了,,,,,
1322,4585,当,成,压,迫,手,段,,,,,,,,,,
1323,4589,像,真,正,的,有,钱,人,做,的,那,样,,,,,
1324,4593,那,就,是,我,想,要,的,,,,,,,,,
1325,4597,你,手,里,没,有,牌,,,,,,,,,,
1326,4598,我,有,你,妈,妈,和,你,的,钻,石,,,,,,
1327,4602,我,保,证,如,果,我,死,了,,,,,,,,
1328,4603,你,永,远,都,别,想,看,到,那,些,钻,石,了,,,
1329,4607,然,后,在,这,样,的,情,况,下,,,,,,,
1330,4611,救,你,的,母,亲,脱,困,会,非,常,复,杂,,,,
1331,4615,在,她,重,获,自,由,之,前,,,,,,,,
1332,4619,那,还,需,要,好,几,年,的,努,力,,,,,,
1333,4623,如,果,她,能,撑,到,那,时,候,的,话,,,,,
1334,4627,给,我,钱,就,行,了,,,,,,,,,,
1335,4631,这,是,最,简,单,的,方,法,,,,,,,,
1336,4635,除,掉,她,,,,,,,,,,,,,
1337,4639,要,确,保,手,法,看,着,自,然,一,点,,,,,
1338,4643,你,有,公,共,电,话,吗,,,,,,,,,
1339,4647,如,果,你,让,我,用,下,你,的,手,机,,,,,
1340,4648,我,就,给,你,美,元,,,,,,,,,,
1341,4652,嗨,我,是,弗,兰,请,给,我,留,言,,,,,,
1342,4656,你,能,给,我,叫,辆,出,租,车,吗,,,,,,
1343,4660,弗,兰,,,,,,,,,,,,,,
1344,4664,宝,贝,不,,,,,,,,,,,,,
1345,4668,我,的,天,啊,,,,,,,,,,,,
1346,4672,弗,兰,,,,,,,,,,,,,,
1347,4676,弗,兰,,,,,,,,,,,,,,
1348,4680,玛,拉,,,,,,,,,,,,,,
1349,4684,我,以,为,我,们,都,死,了,,,,,,,,
1350,4688,没,有,,,,,,,,,,,,,,
1351,4692,我,们,还,活,着,亲,爱,的,,,,,,,,
1352,4696,待,售,,,,,,,,,,,,,,
1353,4700,我,好,怕,,,,,,,,,,,,,
1354,4701,我,真,的,很,抱,歉,,,,,,,,,,
1355,4705,我,很,抱,歉,,,,,,,,,,,,
1356,4709,没,事,的,,,,,,,,,,,,,
1357,4713,莉,莉,布,莱,特,牙,科,,,,,,,,,
1358,4717,你,感,觉,怎,么,样,,,,,,,,,,
1359,4721,好,多,了,,,,,,,,,,,,,
1360,4725,那,是,什,么,玛,拉,,,,,,,,,,
1361,4729,这,是,我,们,俄,罗,斯,朋,友,开,的,车,的,牌,照,
1362,4733,弗,兰,只,要,你,开,口,我,们,就,走,,,,,
1363,4737,找,一,个,新,地,方,重,新,开,始,,,,,,
1364,4741,只,有,我,们,,,,,,,,,,,,
1365,4745,然,后,做,什,么,,,,,,,,,,,
1366,4749,我,们,失,去,了,一,切,,,,,,,,,
1367,4753,不,是,一,切,哦,,,,,,,,,,,
1368,4757,我,们,可,以,带,着,它,们,逃,跑,,,,,,
1369,4761,或,者,你,可,以,打,个,电,话,帮,我,问,到,,,
1370,4765,那,个,牌,照,注,册,的,地,址,,,,,,,
1371,4769,如,果,我,们,逃,跑,的,话,,,,,,,,
1372,4770,我,们,会,永,远,担,惊,受,怕,,,,,,,
1373,4774,我,们,会,永,远,等,着,他,们,找,上,门,来,,,
